Type,Eccentricity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
"Populus nigra",1.081,0.50434,0.56698,0.92509,796.51,1.5905,409,3810.6,398.28,324.47,0.97989,1.0001,0.77208,1.5115,4.8914,17,66.705,19.713,327.39,17,230.26,36.669,-315.78
"Populus nigra",1.0704,0.53188,0.56517,0.93425,589.61,1.6103,301.48,2181.4,296.42,250,0.98578,1.0278,0.77061,1.5128,4.802,19,46.748,14.976,241.44,19,155.57,26.277,-232.32
"Populus nigra",1.0548,0.23431,0.63991,0.94806,612.32,1.4297,309.36,1314.5,302.09,260.93,0.99764,1.0564,0.82768,1.3508,5.4558,22,46.201,15.167,266.01,22,84.909,21.904,-256.05
"Populus nigra",1.0675,0.3795,0.56725,0.93673,749.89,1.5608,382.74,2751.1,373.76,317.1,0.99766,1.0314,0.78413,1.4472,5.1544,22,56.681,17.861,313.18,23,91.031,27.898,-300.12
"Populus nigra",1.0446,0.31378,0.61499,0.95727,671.12,1.3905,339.16,1309.8,334,289.76,0.99588,1.0371,0.83903,1.353,5.1187,20,41.074,15.759,293.8,21,83.06,23.146,-284.57
"Populus nigra",1.0444,0.28447,0.61081,0.95752,525.58,1.4397,265.3,835.39,260.75,229.57,0.99197,1.0411,0.82553,1.3504,5.1665,19,40.205,12.042,227.2,20,66.951,18.281,-219.01
"Populus nigra",1.0544,0.22147,0.59326,0.94841,617.73,1.3701,313.49,1143.6,308.39,273.12,0.98063,1.0319,0.84172,1.3547,5.244,23,44.868,13.689,271.18,23,70.211,19.921,-263.87
"Populus nigra",1.0712,0.52511,0.55927,0.93355,772.85,1.5898,397.8,4025.4,389.21,327.49,0.99651,1.0141,0.77043,1.532,4.9178,18,81.206,20.544,321.43,18,221.6,36.228,-306.48
"Populus nigra",1.0618,0.40538,0.582,0.94183,692.15,1.4262,355.01,2239.9,348.59,331.27,1.0081,1.0058,0.81629,1.4387,5.0632,20,57.024,24.997,298.36,20,72.265,19.361,-289.79
"Populus nigra",1.0752,0.30463,0.58775,0.93005,708.69,1.4231,363.78,2235.8,358.18,301.27,1.0379,1.0878,0.81651,1.4156,5.2529,19,52.235,24.187,305.71,20,82.945,22.358,-297.03
"Populus nigra",1.0678,0.25349,0.71344,0.93647,525.52,1.4186,265.08,816.35,260.38,240.58,0.99635,1.0478,0.83224,1.3428,5.4924,26,36.968,12.285,228.47,26,56.972,17.118,-220.61
"Populus nigra",1.0681,0.45986,0.58281,0.93628,536.82,1.4972,274.46,1497.2,268.71,246.25,1.0083,1.0176,0.79925,1.4415,4.8708,17,42.078,15.192,227.11,16,161.57,26.619,-219.36
"Populus nigra",1.058,0.26055,0.60265,0.94514,529.07,1.4169,267.82,747.82,262.79,238.59,0.99042,1.0337,0.8298,1.3335,5.1129,26,35.051,10.792,232.42,26,53.635,15.631,-222.23
"Populus nigra",1.0521,0.28999,0.60329,0.95047,620.31,1.338,313.26,982.7,306.25,278.53,0.99936,1.0452,0.85596,1.3152,5.3593,24,44.849,14.178,276.05,24,79.912,19.751,-268.13
"Populus nigra",1.0572,0.68902,0.56315,0.94591,674.24,1.8444,349.69,4654.1,345.69,339.97,0.99527,0.97724,0.70988,1.6015,4.4356,7,181.92,34.764,274.59,8,247.2,68.665,-248.23
"Populus nigra",1.0725,0.20806,0.58236,0.93237,836.49,1.4251,426.72,2879.2,415.12,366.19,1.0025,1.0247,0.82102,1.4132,5.2582,19,69.63,22.083,359.45,20,120.65,33.404,-350.35
"Populus nigra",1.1032,0.60026,0.53851,0.90645,664.34,1.6923,351.3,5476.3,338.61,305.75,1.1045,1.1373,0.72684,1.6651,4.4363,18,50.435,29.19,268.98,18,81.208,22.624,-255.34
"Populus nigra",1.0719,0.23538,0.58874,0.93292,812.95,1.4629,413.74,2399.8,406.48,339.21,0.99833,1.0272,0.81227,1.41,5.1203,28,53.966,15.396,344.53,28,82.261,23.696,-336.07
"Populus nigra",1.0579,0.74501,0.56123,0.94523,591.2,1.9551,309.01,4240.9,302.67,267.82,0.9904,0.95226,0.68414,1.6291,4.392,5,132.82,35.472,251.43,6,295.71,77.758,-211.4
"Populus nigra",1.0661,0.51494,0.57698,0.93797,797.84,1.525,409.83,4009.7,400.94,334.86,0.99135,1.0197,0.78822,1.5221,5.0481,19,67.249,20.814,336.55,20,211.05,34.566,-323.04
"Populus nigra",1.0613,0.19766,0.58676,0.94227,772.19,1.4075,395.07,2368.1,384.2,337.16,1.0239,0.9766,0.82376,1.3829,5.3008,20,65.508,26.636,334.83,21,78.289,21.311,-325.44
"Populus nigra",1.1044,0.75367,0.5166,0.90544,436,2.1034,230.84,3086.1,228.47,152.29,0.99249,0.973,0.65116,1.6656,4.2498,11,80.337,18.902,153.68,11,111.23,39.116,-150.31
"Populus nigra",1.0754,0.28503,0.57425,0.92988,864.21,1.466,441.52,2954.2,432.34,390.48,0.98559,1.0213,0.80828,1.3912,5.4278,27,59.416,19.302,366.84,28,90.21,27.571,-356.87
"Populus nigra",1.0716,0.51065,0.57379,0.93323,691.13,1.4944,353.28,2640.9,345.67,290.97,1.0001,1.0103,0.80016,1.5083,4.8192,17,57.03,18.89,292.36,17,202.5,32.211,-282.68
"Populus nigra",1.0987,0.72747,0.5392,0.91018,520.4,1.8844,273.25,3611,270.16,262.11,0.99318,0.97508,0.69367,1.6667,4.4704,13,89.103,18.833,193.87,13,125.26,38.567,-189.55
"Populus nigra",1.0613,0.53289,0.58994,0.94225,613.32,1.5911,312.5,1785.9,307.62,250.51,0.98754,1.0187,0.77796,1.4579,4.9362,24,38.496,12.213,250.04,24,77.467,20.629,-243.11
"Populus nigra",1.0525,0.38179,0.60147,0.9501,653,1.4256,328.43,995.66,323.71,281.08,1.0064,1.0498,0.83259,1.2727,5.6699,27,45.552,14.317,283.93,27,66.475,19.302,-273.45
"Populus nigra",1.0618,0.54811,0.58148,0.94183,525.39,1.4271,267.87,1325.9,262.52,226.74,0.99146,1.0006,0.82091,1.462,4.9027,24,33.578,10.319,223.39,25,103.08,16.663,-219.9
"Populus nigra",1.0706,0.26327,0.58259,0.93404,790.87,1.4193,402.3,2258.1,396.1,339.7,0.99863,1.0291,0.82505,1.3923,5.3293,25,53.255,16.596,343.12,25,90.215,25.248,-331.92
"Populus nigra",1.0597,0.39479,0.59918,0.94367,567.32,1.4915,286.7,779.46,285.68,268.42,1.0245,1.0355,0.81015,1.2763,5.578,29,38.505,12.425,245.94,29,52.666,16.289,-232.27
"Populus nigra",1.0954,0.61312,0.5207,0.91292,533.98,1.7586,280.03,2273.7,274.83,382.02,0.98446,1.0412,0.71895,1.472,5.0438,15,48.678,20.767,215.52,15,112.68,34.049,-201.33
"Populus nigra",1.0567,0.44716,0.57159,0.94637,809.07,1.4516,414.32,3369.6,404.87,346.83,0.98235,1.0119,0.8104,1.465,5.0694,15,76.138,25.029,348.27,15,265.08,40.094,-335.76
"Populus nigra",1.0601,0.094577,0.62819,0.94334,597.24,1.2924,302.99,837.69,296.44,405.72,1.006,1.0248,0.86692,1.3432,5.5727,26,36.859,12.827,271.98,26,71.131,17.152,-262.67
"Populus nigra",1.0364,0.37075,0.64627,0.96488,538.45,1.2918,269.33,463.37,267.2,244.82,1.0196,1.0336,0.87951,1.2254,5.4601,25,33.61,12.2,242.51,26,48.73,12.079,-236.87
"Populus nigra",1.083,0.20247,0.58342,0.92336,597.72,1.4417,304.87,1411.7,298.82,296.65,0.9921,1.0357,0.81643,1.3892,5.296,24,40.625,13.322,256.69,25,77.166,19.712,-248.9
"Populus nigra",1.0446,0.13546,0.60842,0.95727,667.19,1.4337,336.57,1315.8,331.72,290.48,0.98877,1.0462,0.82778,1.3237,5.5329,23,51.629,14.988,288.86,24,81.367,21.12,-278.61
"Populus nigra",1.053,0.30766,0.60235,0.94964,543.66,1.4232,273.98,604.73,270.68,231.42,1.0091,1.0398,0.83168,1.2856,5.6212,29,30.999,10.072,236.03,29,50.983,13.903,-227.86
"Populus nigra",1.0534,0.65933,0.57709,0.94928,513.8,1.5943,262.59,1860.4,257.76,204.16,0.99236,1.0028,0.77482,1.5217,4.5523,19,30.5,12.422,213.2,19,88.307,22.26,-203.46
"Populus nigra",1.0599,0.28836,0.57853,0.9435,570.41,1.5023,290.38,1324.1,283.8,246.23,0.99913,1.0336,0.80132,1.4002,5.0589,18,43.637,15.625,240.71,18,83.067,24.688,-232.69
"Populus nigra",1.0779,0.63764,0.5604,0.92777,622.87,1.728,323.01,3624.2,318.35,250.43,0.99822,1.0086,0.73346,1.5895,4.6765,14,54.023,20.714,244.27,15,134.33,37.479,-236.92
"Populus nigra",1.0742,0.49502,0.57186,0.93091,787.89,1.5132,406.14,4032.6,396.08,331.14,0.96683,0.99629,0.78853,1.5159,4.998,15,79.209,24.879,343,15,260.54,40.497,-320.25
"Populus nigra",1.0619,0.34179,0.60279,0.94168,750.07,1.3265,385.23,2162.8,373.94,329.05,1.006,0.99001,0.84528,1.3727,5.2098,18,73.758,27.187,335.68,18,79.755,19.246,-325.63
"Populus nigra",1.119,0.52124,0.54164,0.89362,822.62,1.5966,441,8487,418.38,334.03,1.1187,1.1687,0.73812,1.6358,4.4886,8,129.56,73.135,336.18,8,195.87,59.345,-325.51
"Populus nigra",1.0817,0.41571,0.56486,0.92444,942.46,1.5376,491.97,6942.2,471.14,387.57,1.0505,1.12,0.77247,1.5046,5.3348,26,51.796,28.966,390.27,26,104.81,26.383,-380.03
"Populus nigra",1.0673,0.24748,0.58482,0.93696,926.15,1.4089,473.35,3434.7,459.29,401.29,1.0266,0.96556,0.82421,1.3825,5.7471,27,74.946,28.035,404.04,28,80.394,22.355,-390.14
"Populus nigra",1.0459,0.45791,0.62994,0.9561,787.98,1.3345,397.31,1341.3,390.38,346.94,0.99051,1.0482,0.85839,1.1951,6.101,29,56.302,17.529,351.77,29,79.957,21.276,-341.05
"Populus nigra",1.0772,0.17901,0.56667,0.92832,768.44,1.3833,393.43,2188.3,385.15,412.49,0.97938,1.0205,0.83036,1.3938,5.471,28,50.275,16.425,340.96,28,79.795,22.482,-326.69
"Populus nigra",1.0529,0.43276,0.61793,0.9498,843.96,1.4494,426.49,2002.1,417.49,377.2,1.0043,0.95291,0.82185,1.3021,5.8414,28,60.641,22.769,359.99,29,70.361,19.463,-350.51
"Populus nigra",1.0505,0.22757,0.61397,0.95192,766.68,1.3858,388.07,1590.2,381.54,334.67,0.99484,1.0417,0.83913,1.3279,5.55,24,52.936,17.922,336.07,24,87.151,25.127,-325.64
"Populus nigra",1.0613,0.30439,0.61493,0.94222,704.63,1.5116,356.39,1573.4,349.33,310.73,0.9939,1.0482,0.80404,1.3431,5.3438,22,53.017,16.432,298.23,23,77.033,24.019,-286.56
"Populus nigra",1.0793,0.42661,0.56698,0.92654,743.38,1.504,381.67,3001.1,371.5,318.65,0.98754,1.0152,0.79408,1.474,5.0889,22,50.537,17.933,317.62,23,97.554,28.211,-303.08
"Populus nigra",1.0651,0.35615,0.56599,0.93892,666.66,1.5206,341.14,2205.7,334.21,281.25,1.0067,1.0224,0.79237,1.4519,5.0899,22,51.672,15.943,280.68,22,82.959,24.577,-270.31
"Populus nigra",1.0529,0.3236,0.6,0.94972,646.17,1.4059,326.73,1270.2,320.42,276.04,0.99742,1.0477,0.83397,1.3277,5.544,19,57.18,17.733,279.91,20,95.112,24.683,-272.49
"Populus nigra",1.045,0.20176,0.61468,0.95691,804.26,1.3118,407.9,1664.1,398.5,353.25,0.97891,1.0344,0.86077,1.3043,6.2253,33,46.567,15.876,360.95,33,77.778,19.759,-351.11
"Populus nigra",1.0579,0.13168,0.61851,0.9453,764.67,1.362,386.23,1613.4,375.99,333.98,0.99299,1.0424,0.84824,1.3392,5.7885,26,51.677,16.251,336.62,27,83.371,22.476,-327.62
"Populus nigra",1.0603,0.71486,0.5879,0.94312,761.06,2.167,401.79,8180.3,394.63,263.71,1.1454,0.91139,0.64336,1.598,4.8,10,149.78,48.522,267.7,10,172.29,50.93,-258.5
"Populus nigra",1.0649,0.37081,0.5926,0.93904,551.97,1.3987,280.72,1130.6,273.3,242.53,1.0017,1.0271,0.83129,1.399,5.6147,36,26.307,9.4341,238.12,36,49.845,13.523,-233.36
"Populus nigra",1.0518,0.45576,0.59221,0.95073,868.13,1.4352,441.91,3405.7,433.25,428.41,1.0065,1.023,0.81991,1.4281,5.557,23,63.286,19.885,377.05,23,206.16,31.148,-362.33
"Populus nigra",1.0637,0.19448,0.57968,0.94008,868.09,1.3791,444.42,3016.2,432.9,374.91,0.98855,1.0238,0.83164,1.3992,5.6332,23,64.335,20.033,379.59,23,112.3,30.295,-369.6
"Populus tremula",1.0726,0.25589,0.6773,0.93231,835.59,1.2003,418.16,381.14,414.72,414.96,0.98148,0.99474,0.91197,1.1615,6.4075,24,65.381,29.65,410.65,24,77.54,27.357,-381.34
"Populus tremula",1.0555,0.49222,0.67916,0.9474,900.24,1.8499,445.78,1225.5,443.9,402.85,1.0001,0.97462,0.74241,1.2632,6.5583,24,79.963,30.115,423.9,25,89.437,30.102,-330.95
"Populus tremula",1.0674,0.29515,0.6913,0.93687,817.58,1.9998,403.51,765.1,405.33,386.9,0.95637,1.0234,0.71639,1.1999,6.7185,26,54.44,27.514,363.37,26,73.118,27.831,-289.07
"Populus tremula",1.0606,0.32184,0.70981,0.94282,734.79,1.2432,367.32,180.96,367.57,364.1,1.0085,0.99968,0.89708,1.0773,6.3458,23,49.183,22.473,360.45,22,68.504,22.174,-329.51
"Populus tremula",1.0605,0.22112,0.68616,0.94295,923.3,1.2177,461.79,420.63,458.79,452.1,0.99068,0.99427,0.90594,1.161,6.0227,23,61.765,28.006,446.93,24,93.866,27.658,-418.35
"Populus tremula",1.0717,0.37487,0.66872,0.93313,824.23,1.253,412.34,433.65,410.84,373.24,0.9857,1.002,0.89284,1.1198,6.6831,23,71.555,31.907,395.18,22,91.906,29.444,-368.16
"Populus tremula",1.0699,0.44633,0.66394,0.93467,646.19,1.2727,323.56,323.34,321.02,315.07,0.99523,0.99884,0.88517,1.1333,6.3626,28,51.527,19.859,305.56,27,54.371,18.786,-286.4
"Populus tremula",1.0531,0.44545,0.72999,0.9496,598.71,1.323,301.18,396.56,297.65,311.72,1.0044,0.98772,0.86414,1.1376,6.2137,24,60.664,19.658,269.83,24,58.486,16.673,-260.26
"Populus tremula",1.0672,0.26846,0.65975,0.93706,463.65,1.3032,232.59,255.57,232.57,235.55,0.99773,0.97879,0.8731,1.237,5.5508,24,32.243,14.577,210.83,23,40.514,12.938,-203.08
"Populus tremula",1.0623,0.32914,0.70963,0.94133,406.79,1.3502,203.94,187.63,203.32,190.35,0.99222,0.98547,0.85828,1.1637,5.7937,18,37.492,16.006,181.75,17,46.265,13.396,-177.91
"Populus tremula",1.0543,0.19606,0.67151,0.94846,463.71,1.1961,232.48,162.01,230.68,235.56,0.98234,0.98826,0.91192,1.2054,5.5276,20,34.181,15.142,219.3,20,46.951,12.709,-212
"Populus tremula",1.0424,0.16545,0.67011,0.9593,552.09,1.2109,276.5,245.87,272.97,269.09,0.97244,0.99436,0.90724,1.239,5.689,32,36.634,12.142,259.49,33,36.008,10.53,-250.85
"Populus tremula",1.057,0.22156,0.67827,0.94608,499,1.2676,249.81,183.1,247.78,245.31,0.98111,0.99075,0.88712,1.2057,5.7969,25,34.076,15.525,233.97,25,40.78,13.728,-221.61
"Populus tremula",1.0562,0.32462,0.67815,0.9468,441.32,1.2871,220.92,144.33,219.66,216.25,0.97795,0.99942,0.8804,1.2001,5.7558,26,31.902,11.554,201.03,25,35.112,10.435,-194.5
"Populus tremula",1.0663,0.65548,0.72632,0.93782,686.92,1.5911,346.57,1315.7,349.7,350.57,1.0143,0.99744,0.78566,1.1986,6.0494,23,84.718,25.527,288.43,23,63.038,20.232,-272.29
"Populus tremula",1.1071,0.31613,0.64183,0.90327,590.27,1.4802,296.75,673.51,292.09,265.91,1.0107,0.97211,0.81747,1.2976,5.9785,19,53.819,28.848,277.22,19,85.605,28.506,-242.58
"Populus tremula",1.0683,0.43911,0.66409,0.93603,686.62,1.5871,343,729.72,338.24,280.74,0.9902,0.98816,0.79448,1.1717,6.2281,23,66.25,23.612,322.49,23,75.351,22.041,-272.51
"Populus tremula",1.0356,0.19547,0.68827,0.96564,551.82,1.3206,276.37,354.85,273.02,269.79,0.9884,0.96901,0.86876,1.1992,5.3528,11,72.225,24.857,255.8,11,87.914,20.085,-240.1
"Populus tremula",1.061,0.27901,0.66334,0.94254,628.52,1.3046,314.62,348.07,311.97,279.99,0.99083,0.98284,0.8745,1.1909,5.9598,28,43.223,18.428,287.48,27,55.412,15.981,-275.14
"Populus tremula",1.06,0.45979,0.67619,0.94342,648.91,1.4052,324.67,492.34,321.28,283.12,0.98558,0.99208,0.84304,1.1381,6.4625,30,56.266,18.059,304.58,30,54.43,16.594,-273.71
"Populus tremula",1.0645,0.32555,0.69399,0.93943,649.53,1.4208,324.64,476.7,323.05,302.18,0.99256,0.9871,0.83928,1.1534,6.4393,29,50.556,18.062,306.06,29,54.418,16.175,-272.46
"Populus tremula",1.0657,0.26989,0.67521,0.93835,572.05,1.2583,286.83,328.13,284.27,257.11,1.0047,0.96846,0.88898,1.1986,6.2015,27,46.147,18.198,267.24,26,51.414,16.107,-254.98
"Populus tremula",1.0623,0.31797,0.65711,0.94139,583.04,1.332,292.39,337.98,289.35,285.16,0.99731,0.98449,0.86389,1.1871,6.0127,25,44.583,19.166,272.63,25,56.188,16.325,-252.59
"Populus tremula",1.0546,0.41829,0.66784,0.94823,556.82,1.2779,279.13,319.75,276.49,254.13,0.99866,0.98393,0.88231,1.1628,5.9957,26,38.346,16.384,261.65,25,52.568,14.487,-246.28
"Populus tremula",1.0635,0.38266,0.67249,0.94031,439.89,1.283,220.58,208.56,217.6,211.36,0.99281,0.97931,0.88034,1.1784,5.7976,21,35.731,15.295,201.59,20,51.033,13.057,-194.18
"Populus tremula",1.0529,0.19516,0.70161,0.94975,451.31,1.1645,225.52,87.671,223.63,214.02,0.99018,0.98743,0.92725,1.1354,5.8697,23,28.279,12.625,219.69,24,32.948,11.083,-209.11
"Populus tremula",1.0615,0.5162,0.71701,0.94205,637.28,2.1669,315.23,904.55,316.7,267.4,0.9681,1.0247,0.68667,1.1882,6.4153,23,56.162,21.561,291.6,23,53.183,19,-216.46
"Populus tremula",1.0664,0.34186,0.67999,0.93776,580.59,1.3586,290.82,373.8,287.59,254.52,0.98223,0.97634,0.85639,1.1755,6.3652,25,52.306,20.945,262.44,25,60.599,17.905,-249.06
"Populus tremula",1.0746,0.26203,0.64959,0.93059,592.94,1.2733,296.47,247.93,295.64,266.43,0.98946,0.988,0.88623,1.1438,6.2989,26,45.572,19.359,270.48,26,56.366,18.246,-262.74
"Populus tremula",1.0559,0.32202,0.66423,0.9471,615.15,1.502,306.48,434.82,304.61,276.9,0.96731,0.99763,0.81887,1.181,6.2218,28,47.342,17.708,272.62,28,52.277,15.734,-250.96
"Populus tremula",1.0635,0.34719,0.6829,0.94026,498.32,1.393,250.79,313.5,247.14,256.01,0.98311,0.97862,0.84178,1.177,5.915,26,36.629,14.665,219.95,25,48.081,12.201,-211.11
"Populus tremula",1.0603,0.1437,0.65711,0.94315,540.33,1.3942,269.72,267.9,267.82,252.33,0.96298,1.0071,0.84832,1.2412,5.983,26,33.848,16.961,257.17,26,46.167,15.504,-228.81
"Populus tremula",1.0584,0.31236,0.68722,0.94481,513.96,1.3567,257.45,347.88,255.53,224.97,0.97855,1.0367,0.85697,1.2036,5.6732,18,41.688,17.235,227.05,19,66.493,19.006,-220.63
"Populus tremula",1.0596,0.22328,0.69516,0.94377,591.29,1.4299,295.54,356.63,294.35,292.69,0.96857,0.99505,0.83656,1.1706,5.9402,22,42.282,20.018,258.35,22,64.399,17.55,-247.24
"Populus tremula",1.0611,0.35122,0.67668,0.94239,464.47,1.2708,232.84,165.28,230.8,212.72,0.99656,0.99971,0.88475,1.1736,5.9793,23,36.928,15.229,223.02,24,42.435,12.514,-206.01
"Populus tremula",1.0516,0.58536,0.70215,0.95094,655.11,1.5308,328.04,859.23,323.37,274.5,1.0094,0.98208,0.80706,1.1697,5.817,24,56.865,19.848,285.5,24,57.577,16.193,-264.75
"Populus tremula",1.0689,0.44125,0.66297,0.93556,573.69,1.5428,288.67,534.8,284.79,237.08,0.96986,0.98041,0.79999,1.1843,6.1016,21,51.342,22.403,246.39,20,75.556,19.015,-230.94
"Populus tremula",1.0584,0.30336,0.69359,0.94481,496.59,1.2097,248.99,159.09,247.14,234.55,0.98228,0.98901,0.90667,1.139,6.3788,32,29.7,12.846,235.93,32,34.636,11.514,-225.75
"Populus tremula",1.0636,0.30355,0.67386,0.94018,575.17,1.2786,288.51,320.38,284.56,255.01,1.0003,0.96521,0.88153,1.1641,5.9787,21,46.732,20.621,266.23,20,58.247,18.081,-254.33
"Populus tremula",1.061,0.25279,0.69807,0.94247,420.91,1.1884,210.64,86.105,209.48,209.39,1.0037,0.99266,0.91652,1.1728,5.8819,24,32.042,12.479,200.49,24,34.116,11.002,-193.05
"Populus tremula",1.0552,0.39815,0.6752,0.94771,572.07,1.345,286.28,355.21,281.67,271.44,0.9932,0.98564,0.86152,1.1449,6.2176,26,42.473,14.894,276.41,26,58.936,14.584,-246.64
"Populus tremula",1.0496,0.35397,0.68091,0.95278,494.33,1.3308,246.91,157.36,247.39,216.74,0.99689,0.98175,0.86778,1.1323,5.9663,27,31.408,12.537,223.65,26,42.979,11.022,-214.26
"Populus tremula",1.0555,0.46478,0.69473,0.94739,562.71,1.4155,282.14,407.96,280.29,238.46,0.98994,0.98024,0.83817,1.1674,6.1661,27,51.644,16.851,250.32,27,48.117,13.806,-236.48
"Populus tremula",1.0538,0.36251,0.7106,0.94892,523.1,1.3482,261.11,213.94,260.1,233.94,1.0015,0.99229,0.8627,1.1538,6.2671,24,46.236,16.465,245,24,50.022,14.45,-225.26
"Populus tremula",1.0583,0.38518,0.66393,0.94494,506.36,1.2377,253.6,237.3,249.24,230.79,0.98284,1.0128,0.8974,1.1597,6.2633,28,29.89,12.635,236.36,29,56.737,13.976,-227.58
"Populus tremula",1.0603,0.19284,0.65359,0.94316,488.03,1.3298,244.75,352.08,241.48,215.1,0.96205,1.024,0.86456,1.2237,5.6926,18,41.069,16.455,224.4,19,62.977,17.727,-211.6
"Populus tremula",1.0639,0.44053,0.68499,0.93993,584.8,1.3496,293.21,381.39,289.13,252.74,0.9854,0.99425,0.85841,1.1496,6.0284,22,42.499,17.599,268.13,23,82.078,19.577,-251.69
"Populus tremula",1.0559,0.3066,0.69651,0.94702,469.88,1.2918,234.91,156.06,234.45,222.7,0.96976,1.0091,0.87993,1.1496,6.2025,26,24.772,10.918,222.46,27,45.552,11.939,-206.71
"Populus tremula",1.0531,0.3883,0.70895,0.94953,459.72,1.2907,230.4,177.77,229.11,221.1,0.97889,1.0121,0.87815,1.1499,5.8394,21,27.468,12.702,211.77,22,63.533,14.085,-202.32
"Populus tremula",1.0522,0.18366,0.67591,0.95042,502.23,1.2687,251.96,276.53,251.26,253.23,0.97517,1.0083,0.88484,1.2388,5.4273,18,44.771,16.242,232.98,19,57.263,15.723,-222.94
"Populus tremula",1.0574,0.6003,0.70174,0.9457,528.82,1.3729,265.45,529.36,262.24,227.16,1.0008,1.0168,0.85008,1.1902,5.5801,17,41.952,16.151,238.19,18,84.25,20.036,-225.66
"Populus tremula",1.0454,0.32585,0.67391,0.95659,524.29,1.2555,262.51,199.72,259.91,293.08,0.99116,1.0232,0.89124,1.1852,5.3678,15,47.028,15.943,252.58,16,89.68,17.515,-233.96
"Populus tremula",1.0855,0.33854,0.61605,0.92121,559.29,1.3881,279.49,352.68,275.39,254.5,0.99549,1.0179,0.84925,1.1847,6.3544,21,43.396,21.403,271.01,22,73.058,24.117,-237.35
"Populus tremula",1.0895,0.32667,0.66918,0.91784,434.73,1.2787,217.9,216.97,215.89,248.79,0.98074,1.004,0.88216,1.1915,5.6463,16,51.081,21.797,210.05,17,42.881,17.48,-192.22
"Populus tremula",1.0674,0.44681,0.70356,0.93687,437.5,1.3192,218.75,168.43,217.17,235.42,1.0052,0.99247,0.87065,1.2162,5.5591,22,30.548,12.99,208.4,22,43.299,13.504,-190.46
"Populus tremula",1.0734,0.42905,0.6669,0.93164,538.97,1.5404,269.26,573.14,268.16,267.23,1.0144,0.9648,0.8064,1.291,5.5752,21,51.695,22.78,231.29,20,42.925,20.209,-217.13
"Populus tremula",1.0767,0.2399,0.68352,0.92876,451.01,1.2333,225.46,118.11,224.48,228.62,0.99289,0.98629,0.90064,1.1526,5.7067,17,43.134,18.58,219.94,18,48.893,17.244,-203.06
"Populus tremula",1.0863,0.23639,0.68393,0.92056,473.48,1.5294,237.26,327.41,238.08,255.03,0.98552,0.97789,0.80685,1.2291,5.4008,15,49.004,22.798,227.55,16,50.106,18.692,-191.43
"Populus tremula",1.0795,0.24717,0.673,0.92636,556.76,1.3237,278.05,295.03,276.89,260.63,1.0274,1.0169,0.8702,1.1984,6.1133,25,40.885,19.465,258.68,26,48.877,19.349,-241.95
"Populus tremula",1.0845,0.47707,0.65141,0.92207,496.25,1.4433,248.84,363.44,246.57,277.5,0.99881,1.0047,0.82999,1.1612,6.0841,19,50.661,23.091,232.02,19,61.06,20.839,-206.54
"Populus tremula",1.0638,0.36975,0.70395,0.94003,464.95,1.2414,232.56,156.1,230.93,243.49,0.99469,0.98846,0.89719,1.1928,5.3859,18,41.235,16.102,213.22,18,46.03,14.806,-208.65
"Populus tremula",1.0654,0.46301,0.68055,0.93858,518.18,1.3999,260.53,349.53,257.02,296.23,0.99302,0.97977,0.84052,1.1742,5.9166,24,39.597,17.827,241.02,24,49.264,16.359,-218.98
"Populus tremula",1.0625,0.32263,0.75646,0.94117,439.61,1.281,219.59,101.92,220.27,222.41,0.9892,1.0053,0.88441,1.1176,5.9409,17,44.21,15.352,206.1,18,38.736,14.969,-194.21
"Populus tremula",1.0655,0.45058,0.67736,0.93854,429.35,1.4578,214.48,289.29,213.77,230.93,0.97826,0.98398,0.82899,1.2881,5.3102,18,39.799,16.497,192.16,18,42.374,15.348,-177.8
"Prunus padus",1.1055,0.84332,0.61827,0.93703,668.18,1.8242,359.31,7713,344.6,272.69,1.0664,1.0179,0.68843,1.589,4.8972,14,43.743,29.41,252.85,14,128.75,44.04,-247.36
"Prunus padus",0.94976,0.80677,0.62034,0.95802,719.93,1.7432,377.16,6391.7,352.19,294.54,1.0716,1.0315,0.72287,1.5439,4.9149,12,46.275,31.085,287.04,12,163.92,46.238,-272.64
"Prunus padus",1.0234,0.81038,0.65313,0.97413,672.7,1.9308,346.26,4769.4,332.57,318.05,1.0669,0.95261,0.69907,1.4527,5.0815,14,34.361,22.472,266.91,15,120.26,36.899,-242.06
"Prunus padus",1.0199,0.8346,0.61826,0.97054,663.7,1.7091,349.66,6141.2,328.32,287.11,1.0557,0.92519,0.72597,1.5313,5.1698,20,30.142,19.356,261.44,21,98.965,31.839,-253.84
"Prunus padus",0.92353,0.91401,0.52423,0.85901,569.05,2.4499,352.71,17664,327.31,264.92,1.0865,1.2879,0.51539,1.9342,4.1966,6,103.44,87.587,192.34,7,234.18,96.507,-181.78
"Prunus padus",1.0179,0.88253,0.60996,0.96185,505.91,1.9225,274.53,5805.5,256.53,438.71,1.0793,0.95306,0.66454,1.5986,4.6483,7,53.262,39.202,187.82,8,175.79,66.336,-182.44
